id,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
SP8207,1,45,Yes,7,1,20.0
SP1288,3,88,No,8,7,69.0
SP5357,5,85,Yes,8,5,70.0
SP2155,3,99,No,8,6,82.0
SP5435,8,80,No,8,8,75.0
SP5558,7,67,Yes,8,6,60.0
SP5258,4,78,No,5,4,59.0
SP5338,6,92,Yes,7,5,82.0
SP24,6,62,Yes,7,6,51.0
SP8917,5,98,No,8,1,82.0
SP6204,1,48,No,9,2,23.0
SP2874,7,47,No,8,7,36.0
SP8062,4,73,No,7,9,54.0
SP1775,8,44,No,8,9,41.0
SP4223,4,47,Yes,7,5,31.0
SP7500,1,77,Yes,7,8,56.0
SP1236,3,41,Yes,5,6,20.0
SP1594,1,69,No,8,9,43.0
SP8755,1,99,Yes,9,3,74.0
SP7625,8,60,Yes,6,2,52.0
SP4995,8,73,Yes,8,8,67.0
SP940,6,47,No,4,9,33.0
SP9394,7,78,No,9,3,72.0
SP3966,7,55,No,4,3,43.0
SP4504,8,62,Yes,5,6,58.0
SP3448,3,56,Yes,5,9,34.0
SP3595,9,47,No,8,9,47.0
SP8121,9,74,Yes,4,6,74.0
SP7249,5,56,Yes,7,5,40.0
SP1299,2,56,No,4,0,29.0
SP4155,3,43,Yes,6,4,23.0
SP4459,9,43,No,8,9,45.0
SP8926,2,75,No,9,1,51.0
SP9180,5,85,Yes,8,2,70.0
SP5827,7,88,No,8,9,82.0
SP2979,2,84,Yes,8,1,59.0
SP4698,8,84,Yes,8,8,82.0
SP9074,5,49,Yes,4,5,36.0
SP8565,8,46,No,9,6,44.0
SP2322,8,74,Yes,6,5,71.0
SP1558,3,45,Yes,9,2,26.0
SP2362,4,89,Yes,9,8,73.0
SP2905,5,97,Yes,5,6,86.0
SP9159,3,84,No,6,6,61.0
SP3479,2,76,Yes,4,7,51.0
SP2032,7,75,Yes,8,0,67.0
SP1434,7,46,No,5,0,36.0
SP5932,9,49,No,8,9,48.0
SP2172,7,41,No,4,9,31.0
SP8914,3,62,Yes,4,0,43.0
SP9713,6,71,Yes,5,5,60.0
SP7560,1,67,Yes,7,1,41.0
SP5335,5,47,No,7,5,37.0
SP6049,6,80,Yes,4,8,70.0
SP6228,7,43,No,7,9,36.0
SP8070,2,66,No,9,2,42.0
SP5018,1,71,No,7,7,47.0
SP7594,1,64,Yes,7,4,37.0
SP8475,8,85,Yes,6,3,81.0
SP5099,7,80,No,7,2,67.0
SP7877,9,59,Yes,4,0,55.0
SP9849,9,89,Yes,9,4,88.0
SP4465,2,78,Yes,8,8,58.0
SP5573,6,99,Yes,8,3,91.0
SP9583,5,79,No,4,3,65.0
SP9929,9,81,No,4,2,76.0
SP6955,7,58,No,5,5,49.0
SP3266,7,95,No,9,6,83.0
SP4298,5,91,Yes,6,9,79.0
SP418,1,42,No,9,1,15.0
SP7361,5,95,Yes,5,6,81.0
SP1939,1,59,No,8,4,33.0
SP8315,3,45,No,6,0,25.0
SP1535,2,48,Yes,6,7,26.0
SP3168,7,63,No,6,1,50.0
SP9934,3,98,Yes,9,1,84.0
SP596,2,48,No,7,1,22.0
SP9851,2,86,No,5,2,65.0
SP2797,8,59,Yes,9,8,55.0
SP5628,5,56,No,7,8,41.0
SP7023,2,62,No,5,0,42.0
SP6965,1,92,Yes,4,8,66.0
SP7111,6,99,Yes,5,9,93.0
SP8010,3,59,Yes,7,6,42.0
SP9032,9,89,Yes,9,3,87.0
SP2591,8,43,No,5,5,34.0
SP2712,6,60,Yes,7,5,49.0
SP7152,5,44,Yes,7,5,27.0
SP170,2,58,Yes,4,7,32.0
SP6773,8,57,No,6,6,50.0
SP1970,6,53,Yes,4,5,41.0
SP456,5,82,Yes,4,1,66.0
SP6956,4,49,No,8,5,31.0
SP5706,7,90,Yes,4,9,83.0
SP3938,6,40,Yes,6,2,29.0
SP7770,1,59,Yes,8,5,33.0
SP8300,4,42,Yes,7,2,24.0
SP570,5,70,Yes,8,2,55.0
SP6476,3,74,No,7,3,54.0
SP4447,2,51,No,6,6,24.0
SP7544,4,48,No,7,0,27.0
SP6781,8,41,Yes,5,5,33.0
SP1806,3,92,No,4,4,70.0
SP736,5,81,No,7,9,66.0
SP5334,9,60,No,7,0,52.0
SP453,2,67,No,6,4,41.0
SP1235,4,85,Yes,7,2,69.0
SP5124,4,55,Yes,7,6,40.0
SP6571,5,79,Yes,4,1,62.0
SP4544,2,66,Yes,6,3,39.0
SP8467,1,52,No,8,3,24.0
SP592,9,98,No,5,9,93.0
SP4094,5,81,No,5,7,67.0
SP6175,6,90,Yes,4,7,80.0
SP6749,7,84,No,6,9,76.0
SP6412,4,43,No,6,7,24.0
SP1795,9,87,No,7,3,88.0
SP9542,9,67,Yes,5,6,62.0
SP1781,3,79,Yes,9,2,60.0
SP8763,1,79,No,8,3,56.0
SP2000,6,56,No,6,7,42.0
SP9139,7,84,Yes,8,6,81.0
SP8370,4,86,No,6,1,70.0
SP6584,8,45,No,7,3,38.0
SP2272,1,53,Yes,7,9,31.0
SP3421,5,88,No,5,6,73.0
SP7983,5,84,Yes,5,9,72.0
SP7258,1,80,Yes,6,8,55.0
SP5231,5,69,Yes,7,2,58.0
SP2568,5,40,Yes,8,6,28.0
SP6440,7,62,No,8,5,57.0
SP228,7,72,Yes,8,6,67.0
SP4297,3,85,No,5,0,60.0
SP5596,9,41,Yes,4,4,36.0
SP1812,2,73,Yes,4,8,47.0
SP852,2,66,No,6,9,43.0
SP2871,9,57,No,6,0,53.0
SP4236,6,84,Yes,9,4,76.0
SP7948,2,57,Yes,4,5,34.0
SP4762,2,97,Yes,5,9,76.0
SP2619,7,49,No,5,3,37.0
SP1484,6,58,Yes,8,7,44.0
SP8699,7,42,Yes,6,3,35.0
SP136,8,58,Yes,8,2,51.0
SP9050,7,78,No,8,5,67.0
SP1757,5,48,Yes,6,5,31.0
SP1551,7,81,No,8,0,73.0
SP8331,5,53,No,8,8,39.0
SP9187,9,77,No,7,1,74.0
SP5283,7,85,No,8,7,77.0
SP8991,7,89,Yes,7,4,82.0
SP1065,4,49,Yes,8,9,33.0
SP7186,7,89,Yes,5,7,80.0
SP6372,9,63,No,9,5,62.0
SP8112,1,40,Yes,7,6,12.0
SP3609,7,62,Yes,7,4,49.0
SP4316,6,73,No,8,7,65.0
SP5543,4,96,No,4,5,77.0
SP938,9,45,Yes,6,8,42.0
SP4293,4,44,Yes,9,5,27.0
SP1955,9,68,No,9,3,64.0
SP9432,9,76,Yes,8,1,75.0
SP3765,3,81,Yes,9,1,60.0
SP543,8,67,Yes,4,3,62.0
SP5695,8,90,No,7,5,87.0
SP4970,6,73,Yes,7,9,64.0
SP9169,6,58,Yes,4,2,45.0
SP1908,6,75,Yes,6,6,63.0
SP9725,3,63,No,7,8,43.0
SP9302,6,93,No,7,0,82.0
SP5819,2,95,No,5,8,72.0
SP2400,3,56,No,4,5,32.0
SP9945,1,98,Yes,9,6,75.0
SP7385,1,94,Yes,6,9,69.0
SP7178,2,98,No,5,3,71.0
SP6816,9,58,No,6,5,54.0
SP6810,1,59,Yes,7,9,33.0
SP4562,4,97,No,5,7,81.0
SP5402,4,90,Yes,4,8,73.0
SP2144,8,64,No,5,0,56.0
SP2195,2,71,No,8,0,45.0
SP8724,8,45,No,5,6,34.0
SP8295,8,68,No,8,2,62.0
SP6987,6,58,Yes,9,4,49.0
SP2234,5,54,Yes,6,2,39.0
SP8939,5,84,Yes,4,2,73.0
SP2080,9,61,No,5,6,59.0
SP1438,7,99,No,6,0,91.0
SP7183,1,60,Yes,9,5,37.0
SP1648,7,63,No,6,3,54.0
SP1619,2,61,No,4,8,36.0
SP2704,6,58,Yes,6,8,46.0
SP5265,9,44,No,5,2,37.0
SP8578,8,61,Yes,8,7,56.0
SP9906,8,40,No,9,8,35.0
SP7010,6,42,No,8,4,29.0
SP4638,5,75,No,7,5,59.0
SP9843,7,64,Yes,4,7,55.0
SP1258,1,85,Yes,9,5,61.0
SP6789,6,84,Yes,7,4,70.0
SP6783,7,51,Yes,7,8,41.0
SP8142,3,53,Yes,4,2,30.0
SP5578,4,53,No,5,0,32.0
SP4227,6,98,Yes,6,0,84.0
SP4453,9,92,Yes,9,5,87.0
SP8583,7,65,Yes,5,0,55.0
SP1662,3,63,Yes,8,1,45.0
SP6583,3,56,Yes,4,4,35.0
SP6620,8,55,Yes,9,3,51.0
SP9339,2,81,No,4,5,59.0
SP6457,2,97,No,5,9,73.0
SP4471,4,99,No,9,3,85.0
SP6835,3,49,No,4,7,26.0
SP4231,7,58,Yes,6,2,51.0
SP1111,7,86,Yes,8,2,78.0
SP6670,2,81,No,6,1,59.0
SP1415,1,98,Yes,4,6,70.0
SP6426,8,90,No,5,1,82.0
SP4463,4,99,No,6,2,82.0
SP7408,2,48,No,7,7,24.0
SP620,2,53,Yes,6,8,26.0
SP3242,8,78,Yes,7,6,70.0
SP6705,7,96,Yes,7,2,89.0
SP9704,9,49,No,9,4,46.0
SP8319,1,49,Yes,7,9,23.0
SP5344,4,75,Yes,9,7,62.0
SP1630,3,93,Yes,4,1,72.0
SP4026,1,92,Yes,4,6,67.0
SP3048,6,54,Yes,9,6,47.0
SP857,4,84,No,5,7,69.0
SP949,7,94,No,9,6,87.0
SP9968,2,68,Yes,4,7,47.0
SP4194,6,46,Yes,5,5,34.0
SP2442,4,93,No,7,9,78.0
SP5729,5,69,No,5,4,54.0
SP9204,3,65,No,8,0,43.0
SP2267,7,49,No,4,4,36.0
SP7170,1,98,No,7,9,74.0
SP4679,1,86,Yes,6,1,63.0
SP6817,5,51,Yes,5,7,38.0
SP3628,5,90,No,8,9,77.0
SP5137,3,50,No,7,8,29.0
SP1253,1,42,Yes,6,3,20.0
SP2216,1,83,No,8,7,60.0
SP9582,8,47,No,9,5,40.0
SP8963,9,99,Yes,4,8,97.0
SP6263,4,98,Yes,9,6,83.0
SP3730,5,95,Yes,9,0,81.0
SP4984,7,91,No,4,3,83.0
SP7394,9,52,No,9,7,50.0
SP1115,8,49,Yes,9,8,44.0
SP4665,1,79,Yes,7,7,51.0
SP3672,8,98,No,4,9,92.0
SP101,6,73,Yes,8,2,66.0
SP2131,6,75,No,7,7,66.0
SP2801,1,92,Yes,4,9,66.0
SP6044,7,89,No,4,6,80.0
SP8024,3,71,No,9,0,52.0
SP5727,3,68,No,9,6,52.0
SP3807,9,87,No,5,9,84.0
SP1312,2,49,No,6,5,25.0
SP7473,4,40,No,8,7,25.0
SP93,3,90,No,9,5,73.0
SP342,9,62,No,6,7,59.0
SP8975,8,71,No,5,7,67.0
SP1754,7,90,No,7,2,80.0
SP3998,4,81,Yes,6,4,62.0
SP3900,1,76,No,7,3,50.0
SP19,6,46,Yes,4,5,31.0
SP3697,3,82,No,5,6,59.0
SP6160,5,70,Yes,4,6,55.0
SP9879,1,54,No,7,3,26.0
SP711,9,78,Yes,7,6,76.0
SP2133,8,62,Yes,6,1,58.0
SP9559,9,76,Yes,8,1,71.0
SP533,4,56,Yes,7,3,36.0
SP416,8,84,Yes,6,9,78.0
SP5341,7,47,No,5,3,36.0
SP692,8,92,Yes,7,8,90.0
SP1732,9,97,No,6,9,97.0
SP7729,5,61,No,8,1,49.0
SP3817,8,53,Yes,9,7,49.0
SP2456,7,52,No,6,3,43.0
SP1942,1,42,Yes,5,8,18.0
SP4118,2,43,No,6,9,20.0
SP1461,3,87,Yes,8,3,67.0
SP8494,8,88,No,7,2,84.0
SP7282,7,90,Yes,8,9,82.0
SP6172,5,88,No,8,8,74.0
SP4373,5,63,Yes,7,9,48.0
SP8074,9,44,No,4,0,39.0
SP4947,2,96,No,8,2,72.0
SP5809,8,75,Yes,8,7,68.0
SP9369,8,44,No,5,4,35.0
SP5020,6,54,No,5,8,39.0
SP7739,7,76,No,4,6,64.0
SP4370,2,73,No,7,2,52.0
SP288,1,49,Yes,6,3,21.0
SP7474,2,61,Yes,7,6,40.0
SP6755,8,85,No,9,7,79.0
SP3557,8,46,No,9,0,41.0
SP5739,7,66,Yes,8,7,60.0
SP9853,7,56,No,9,2,49.0
SP9039,1,87,No,5,0,59.0
SP4369,7,54,No,5,6,44.0
SP5015,1,73,Yes,5,8,50.0
SP3389,8,56,No,4,6,51.0
SP1783,6,43,Yes,9,3,30.0
SP7810,2,77,No,9,1,55.0
SP4257,1,60,No,5,2,33.0
SP3830,8,97,No,5,1,87.0
SP6443,6,83,No,4,4,72.0
SP3203,4,96,Yes,7,7,78.0
SP1604,9,69,Yes,6,1,65.0
SP9931,3,42,No,9,3,22.0
SP7926,6,46,Yes,8,0,39.0
SP5421,6,65,No,8,1,49.0
SP7816,8,52,No,5,6,45.0
SP3280,4,47,No,6,0,29.0
SP1525,6,55,No,6,9,45.0
SP4166,5,42,No,7,7,26.0
SP7731,9,46,No,5,9,44.0
SP9248,6,61,No,7,4,49.0
SP1909,3,86,Yes,9,0,66.0
SP644,5,47,Yes,5,8,31.0
SP3708,4,52,No,5,3,35.0
SP5538,4,80,No,9,0,65.0
SP1493,6,56,No,7,3,43.0
SP2008,3,49,No,8,2,28.0
SP5810,7,98,No,6,9,90.0
SP1008,8,97,Yes,6,3,91.0
SP8880,8,69,No,7,1,63.0
SP7063,6,89,Yes,8,4,80.0
SP9211,2,47,Yes,9,3,25.0
SP7865,8,69,Yes,4,4,61.0
SP968,8,49,No,7,1,43.0
SP5204,8,82,Yes,4,8,75.0
SP3187,1,58,Yes,5,6,32.0
SP2346,2,48,No,7,3,25.0
SP8323,5,69,Yes,6,3,54.0
SP3848,5,71,No,4,7,58.0
SP5239,3,56,Yes,6,4,36.0
SP16,9,65,No,7,4,60.0
SP1271,8,56,No,6,7,49.0
SP5255,2,63,Yes,7,5,40.0
SP9515,5,96,Yes,5,7,85.0
SP8605,2,79,No,6,6,58.0
SP5327,4,61,Yes,8,3,47.0
SP4096,4,65,No,4,4,48.0
SP6203,6,67,No,4,8,53.0
SP259,7,86,No,6,4,76.0
SP2666,7,84,Yes,8,3,77.0
SP8680,9,49,No,8,7,47.0
SP6309,6,97,No,7,9,85.0
SP4376,1,55,Yes,7,8,31.0
SP2915,5,79,No,7,8,68.0
SP3213,1,90,Yes,7,1,64.0
SP6506,9,79,Yes,7,8,79.0
SP3809,3,65,Yes,9,9,43.0
SP7449,5,68,Yes,4,5,53.0
SP4618,4,57,No,4,7,40.0
SP5390,8,97,No,9,6,95.0
SP6713,6,96,No,8,9,88.0
SP1679,2,43,Yes,8,6,23.0
SP7217,5,46,Yes,7,8,36.0
SP7275,5,67,No,9,9,54.0
SP6701,7,47,Yes,5,3,39.0
SP4683,4,70,No,8,7,56.0
SP3078,7,40,Yes,8,2,33.0
SP9780,9,52,Yes,8,0,47.0
SP8984,5,72,Yes,7,1,58.0
SP2825,3,97,Yes,6,5,78.0
SP5024,8,89,No,5,3,81.0
SP2347,9,93,Yes,9,4,93.0
SP8996,4,92,No,6,2,76.0
SP294,2,74,No,6,6,52.0
SP772,4,53,Yes,4,8,35.0
SP1045,2,65,Yes,6,2,40.0
SP9991,8,97,Yes,9,5,93.0
SP2753,9,66,No,9,3,61.0
SP2947,2,50,Yes,7,9,29.0
SP8561,4,57,Yes,6,7,40.0
SP1519,7,77,No,9,0,63.0
SP182,8,45,Yes,7,5,35.0
SP4400,5,80,Yes,9,9,66.0
SP7001,9,76,Yes,4,0,70.0
SP6627,5,62,No,9,1,43.0
SP6547,8,72,No,7,2,67.0
SP6634,5,98,No,6,6,87.0
SP4089,4,79,Yes,6,5,64.0
SP4157,6,93,No,4,7,80.0
SP4174,8,47,No,4,9,40.0
SP5300,6,52,No,7,0,38.0
SP2342,5,58,Yes,9,5,46.0
SP7324,9,62,Yes,5,3,60.0
SP6995,7,53,Yes,5,1,41.0
SP203,8,67,Yes,5,9,64.0
SP310,9,59,No,6,7,50.0
SP3976,9,77,No,7,0,72.0
SP2474,4,82,Yes,8,4,62.0
SP2498,2,46,No,7,1,24.0
SP6488,4,83,No,6,9,63.0
SP5268,8,56,No,4,5,47.0
SP8784,5,59,No,4,1,41.0
SP8786,5,51,No,7,3,37.0
SP7566,9,81,Yes,9,5,78.0
SP6200,3,58,No,8,1,42.0
SP9960,2,98,Yes,6,3,75.0
SP4123,9,87,Yes,8,0,86.0
SP1193,8,95,Yes,8,9,90.0
SP9295,7,73,No,8,3,63.0
SP5115,4,65,No,6,5,50.0
SP5281,6,88,Yes,5,7,77.0
SP5322,4,93,Yes,6,9,75.0
SP3321,5,60,No,6,9,44.0
SP2709,5,81,Yes,4,0,63.0
SP6738,5,79,Yes,6,9,66.0
SP9517,7,89,No,8,1,81.0
SP9818,7,89,Yes,4,0,79.0
SP391,4,62,Yes,8,9,46.0
SP6596,7,54,Yes,6,1,41.0
SP6884,6,62,Yes,4,8,48.0
SP3124,7,57,No,6,9,53.0
SP3091,4,80,No,9,0,63.0
SP8366,3,46,Yes,7,4,24.0
SP8239,4,63,Yes,5,9,47.0
SP1301,3,62,Yes,9,0,43.0
SP1550,8,58,No,5,1,49.0
SP4688,6,65,No,7,7,56.0
SP8482,6,80,Yes,4,7,70.0
SP125,7,41,No,4,5,31.0
SP7726,9,76,No,9,2,75.0
SP9702,4,60,No,7,3,43.0
SP7573,5,81,Yes,4,8,72.0
SP1931,4,89,No,6,3,70.0
SP9425,1,95,No,5,4,67.0
SP6689,7,53,No,4,2,43.0
SP4087,8,75,No,4,3,68.0
SP164,7,93,Yes,5,6,87.0
SP4480,2,59,Yes,7,6,38.0
SP5092,6,81,No,4,2,68.0
SP8146,6,96,No,9,6,86.0
SP6417,2,57,No,6,2,32.0
SP683,4,48,No,4,6,29.0
SP5415,4,53,No,6,8,35.0
SP3095,9,96,No,5,9,91.0
SP584,1,85,Yes,8,7,62.0
SP5494,5,82,Yes,4,6,67.0
SP2374,8,75,No,4,9,68.0
SP3745,5,43,No,9,7,35.0
SP4604,7,93,No,6,2,84.0
SP7316,1,77,No,7,5,50.0
SP8119,5,56,Yes,5,6,39.0
SP9114,6,70,No,7,4,59.0
SP8184,2,79,No,7,8,57.0
SP3629,5,63,Yes,9,8,53.0
SP8520,5,45,No,7,2,33.0
SP1389,7,64,Yes,7,8,53.0
SP6088,1,88,No,6,8,65.0
SP463,9,42,Yes,9,6,39.0
SP7610,6,85,No,8,8,78.0
SP6134,5,73,No,6,0,56.0
SP7089,8,84,Yes,7,5,83.0
SP1105,9,57,No,5,0,51.0
SP3104,2,52,No,4,1,28.0
SP2662,7,71,No,6,4,61.0
SP7117,1,88,No,8,5,63.0
SP3415,7,69,Yes,5,1,60.0
SP5194,4,47,Yes,9,9,28.0
SP8851,2,59,Yes,6,4,38.0
SP3217,3,95,No,6,1,76.0
SP1272,4,84,No,9,7,64.0
SP638,6,84,Yes,4,5,72.0
SP2670,3,79,Yes,8,4,60.0
SP1377,9,41,No,6,2,36.0
SP5572,7,79,No,4,1,71.0
SP7017,9,67,Yes,6,7,64.0
SP9765,2,71,No,7,7,47.0
SP5380,1,91,Yes,6,3,65.0
SP9420,8,97,No,4,9,89.0
SP2237,6,78,No,9,6,68.0
SP145,9,52,No,4,0,47.0
SP3153,2,43,No,4,9,20.0
SP2226,2,71,Yes,5,4,47.0
SP3395,6,58,No,9,7,49.0
SP8542,8,87,Yes,8,4,81.0
SP6505,6,82,No,6,1,71.0
SP3215,5,87,Yes,4,3,73.0
SP3674,9,80,Yes,4,2,72.0
SP9443,4,73,Yes,8,0,59.0
SP3953,2,86,No,6,5,61.0
SP9427,4,83,No,8,0,68.0
SP8187,7,74,No,9,2,63.0
SP9826,8,80,Yes,9,7,77.0
SP4766,9,51,Yes,5,6,48.0
SP3852,5,89,Yes,5,6,70.0
SP8872,9,83,Yes,7,3,79.0
SP8334,9,95,No,5,8,92.0
SP2852,3,82,No,6,6,65.0
SP397,5,58,Yes,8,8,46.0
SP566,3,67,No,4,1,43.0
SP2246,5,60,No,4,2,46.0
SP6673,3,76,Yes,7,4,56.0
SP2699,8,57,No,7,1,45.0
SP4329,8,75,No,9,8,73.0
SP8660,4,52,No,8,2,33.0
SP3016,9,58,Yes,5,2,56.0
SP5540,4,60,Yes,8,7,46.0
SP8499,7,60,No,4,0,49.0
SP4701,8,58,No,5,3,52.0
SP3225,7,73,No,4,9,62.0
SP710,4,96,No,7,3,80.0
SP40,4,58,Yes,7,1,40.0
SP1716,8,70,No,8,1,61.0
SP2186,9,67,No,7,9,65.0
SP9840,7,67,Yes,9,6,61.0
SP5434,3,79,Yes,7,5,60.0
SP4680,8,71,No,9,5,69.0
SP8941,8,82,No,8,5,76.0
SP5907,3,48,No,6,9,30.0
SP2723,6,57,No,4,0,41.0
SP5804,8,65,Yes,4,8,61.0
SP8646,2,49,Yes,6,0,26.0
SP5157,9,58,Yes,7,2,54.0
SP3825,8,63,Yes,8,3,54.0
SP6012,5,79,No,5,1,65.0
SP550,6,89,Yes,7,8,77.0
SP6885,4,40,Yes,4,7,24.0
SP4500,7,65,Yes,6,9,57.0
SP190,8,93,Yes,9,6,90.0
SP1465,2,60,Yes,6,5,38.0
SP5363,3,43,Yes,4,0,20.0
SP9325,2,93,No,4,3,71.0
SP6918,2,99,No,7,8,79.0
SP6232,4,66,No,4,0,47.0
SP5220,5,74,No,8,4,62.0
SP9756,8,79,Yes,8,7,74.0
SP4877,1,58,No,6,8,34.0
SP6097,1,58,No,6,7,34.0
SP6321,2,40,Yes,7,2,16.0
SP5690,5,96,No,8,0,81.0
SP6003,4,90,Yes,9,8,76.0
SP5979,8,96,No,8,9,94.0
SP5895,2,89,No,6,9,65.0
SP6736,5,99,No,8,3,87.0
SP4002,5,91,Yes,6,3,78.0
SP8384,7,98,No,8,2,86.0
SP7624,1,51,No,8,0,23.0
SP731,1,43,No,8,6,15.0
SP9355,6,66,Yes,5,5,54.0
SP312,1,96,No,8,2,69.0
SP7471,5,98,Yes,5,8,83.0
SP1,9,71,No,4,6,63.0
SP3440,7,69,No,5,3,57.0
SP9353,3,40,No,4,7,17.0
SP6601,3,53,No,6,2,31.0
SP7363,8,84,No,5,8,78.0
SP7883,8,94,Yes,7,8,89.0
SP9225,5,44,No,7,1,30.0
SP110,9,98,Yes,4,5,100.0
SP8957,8,57,Yes,7,6,54.0
SP3038,5,54,No,8,2,40.0
SP6464,8,99,Yes,7,9,97.0
SP2986,1,80,No,4,0,55.0
SP5864,3,66,Yes,6,6,46.0
SP8633,9,43,No,4,1,36.0
SP1593,8,54,Yes,8,4,52.0
SP7165,7,87,Yes,4,7,78.0
SP3909,6,46,No,6,2,33.0
SP7935,1,54,Yes,4,8,30.0
SP1963,3,50,No,5,4,27.0
SP8965,1,79,No,6,6,53.0
SP6961,7,43,Yes,4,3,33.0
SP1878,9,50,Yes,9,9,51.0
SP7409,7,47,No,7,1,37.0
SP5635,2,46,No,6,5,22.0
SP559,8,47,No,8,8,42.0
SP1860,7,93,No,8,7,87.0
SP9388,2,97,Yes,7,9,76.0
SP8477,9,53,Yes,6,9,49.0
SP9155,7,62,No,7,2,52.0
SP9457,4,67,Yes,6,3,49.0
SP446,9,86,Yes,6,9,83.0
SP9947,3,46,No,7,7,26.0
SP8329,8,87,Yes,8,2,87.0
SP6121,1,97,Yes,6,4,72.0
SP2962,3,78,Yes,6,1,58.0
SP1043,3,82,Yes,9,5,67.0
SP4278,2,82,No,5,3,61.0
SP381,9,40,Yes,5,3,37.0
SP5766,4,49,Yes,6,1,31.0
SP6916,8,47,No,7,9,41.0
SP729,9,83,Yes,6,5,82.0
SP8928,4,61,Yes,7,1,44.0
SP1268,6,61,Yes,9,8,52.0
SP2969,3,97,No,4,5,77.0
SP4052,7,69,No,7,6,61.0
SP6327,1,57,No,8,0,31.0
SP1615,2,42,No,7,9,16.0
SP870,1,52,Yes,8,4,27.0
SP80,8,53,Yes,7,0,45.0
SP8471,6,55,No,6,8,43.0
SP7168,1,67,Yes,4,7,38.0
SP9635,7,47,No,6,6,42.0
SP3869,3,83,Yes,9,1,63.0
SP8267,3,57,No,5,4,38.0
SP7680,4,78,Yes,9,2,63.0
SP2557,6,54,Yes,9,5,42.0
SP6322,4,61,Yes,5,3,42.0
SP8827,3,53,No,7,2,34.0
SP5191,7,46,Yes,8,8,38.0
SP9488,7,87,Yes,5,4,74.0
SP3339,4,97,No,9,5,80.0
SP6888,8,53,No,5,2,45.0
SP7411,8,47,No,7,1,36.0
SP8089,3,46,Yes,7,1,26.0
SP3568,3,67,Yes,4,4,47.0
SP2602,5,72,No,5,7,57.0
SP7461,4,62,Yes,8,7,45.0
SP5632,9,59,No,5,3,53.0
SP6931,7,62,Yes,8,4,54.0
SP3633,1,75,No,8,8,50.0
SP2628,3,40,No,7,6,22.0
SP4177,5,40,No,6,5,28.0
SP600,3,41,No,4,6,20.0
SP6471,1,57,Yes,7,8,31.0
SP6650,6,54,Yes,8,8,44.0
SP1777,1,51,Yes,8,1,25.0
SP2047,6,78,Yes,9,2,72.0
SP753,6,93,No,6,2,79.0
SP7524,2,51,No,9,5,32.0
SP4215,3,93,Yes,9,7,77.0
SP1363,2,54,Yes,5,2,32.0
SP5082,9,42,Yes,9,3,37.0
SP7580,6,73,No,9,5,65.0
SP6879,4,55,No,9,5,36.0
SP8672,8,87,No,8,6,81.0
SP2413,5,97,Yes,9,5,84.0
SP350,3,88,No,5,3,68.0
SP2166,2,90,No,5,9,68.0
SP8357,8,53,Yes,8,3,47.0
SP2279,7,54,No,6,7,44.0
SP1708,4,43,Yes,7,2,23.0
SP3569,1,82,Yes,9,6,56.0
SP2181,8,50,No,8,7,46.0
SP8336,2,75,No,9,5,53.0
SP9178,4,74,Yes,4,9,55.0
SP9497,9,59,Yes,9,8,57.0
SP9909,1,65,No,8,2,40.0
SP3871,7,42,No,8,2,34.0
SP8084,3,46,No,7,4,26.0
SP9279,3,73,No,9,9,56.0
SP2650,2,84,No,6,8,61.0
SP4556,8,51,No,5,2,44.0
SP3319,4,93,No,6,5,76.0
SP9135,5,47,Yes,7,9,34.0
SP3840,4,83,No,6,9,66.0
SP7797,3,91,Yes,8,5,71.0
SP8433,2,69,No,8,8,49.0
SP4603,7,54,Yes,6,4,45.0
SP192,5,40,No,6,8,24.0
SP6752,3,69,No,9,5,54.0
SP9512,9,80,No,9,2,79.0
SP162,6,74,No,6,6,61.0
SP3650,8,74,No,7,5,67.0
SP2212,5,96,No,6,2,81.0
SP6778,7,51,No,6,6,43.0
SP255,9,65,No,7,8,65.0
SP2068,8,61,Yes,6,0,54.0
SP9957,6,70,No,4,2,56.0
SP8380,7,66,Yes,9,8,60.0
SP9726,6,90,Yes,5,2,78.0
SP5397,8,78,Yes,9,5,75.0
SP8841,3,68,Yes,7,4,46.0
SP7067,8,94,Yes,5,8,85.0
SP6669,8,71,No,9,4,68.0
SP4632,5,75,No,9,3,62.0
SP1090,9,55,Yes,7,3,52.0
SP18,5,42,Yes,7,3,32.0
SP7184,1,81,Yes,7,5,56.0
SP749,7,43,Yes,4,1,34.0
SP2924,2,62,Yes,9,4,40.0
SP5109,1,55,No,4,0,29.0
SP1308,8,41,Yes,7,5,33.0
SP708,2,67,No,8,7,47.0
SP1171,9,52,No,4,3,45.0
SP172,2,57,No,5,8,35.0
SP5906,6,60,No,6,1,47.0
SP2409,5,95,Yes,5,1,80.0
SP3930,6,79,No,7,2,64.0
SP8001,1,62,No,6,0,32.0
SP6039,9,40,Yes,5,0,38.0
SP7096,8,40,Yes,6,7,34.0
SP219,6,62,Yes,8,4,49.0
SP7978,1,93,Yes,5,3,67.0
SP212,1,91,No,8,1,65.0
SP8950,3,63,Yes,6,8,43.0
SP4466,9,89,Yes,7,2,85.0
SP7586,6,42,No,4,6,27.0
SP4715,8,83,No,9,5,79.0
SP1590,8,94,Yes,6,4,90.0
SP414,7,47,No,9,9,40.0
